Dealer_ID,Dealer_State,Make,Vehicle Category,Vehicle Colour,Listing Month,Transmission Type,Fuel Type,Cylinders,Engine Size,CO2 Emissions
D031,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,White,May,A6,X,8,5.3,307
D051,NSW,HYUNDAI,SUV - SMALL,Red,Apr,AS6,X,4,2,202
D041,VIC,RAM,PICKUP TRUCK - STANDARD,Red,Dec,A8,D,6,3,289
D036,NSW,BUICK,MID-SIZE,Grey,Jan,AS6,Z,4,2,228
D013,QLD,VOLVO,SUV - STANDARD,Blue,Jul,AS8,Z,4,2,247
D026,NSW,GMC,SUV - STANDARD,Black,Jul,A6,X,8,5.3,292
D010,VIC,MERCEDES-BENZ,TWO-SEATER,Black,Oct,AM7,Z,8,,315
D003,WA,GMC,PICKUP TRUCK - STANDARD,White,Mar,A6,X,6,4.3,271
D044,NSW,KIA,MID-SIZE,White,Mar,AM7,X,4,1.6,184
D026,NSW,KIA,SUV - SMALL,White,Feb,AS6,X,4,2,259
D010,VIC,FORD,MID-SIZE,,Apr,AV,X,4,2,126
D057,VIC,BMW,COMPACT,White,May,M6,Z,8,4.4,321
D026,NSW,MINI,SUBCOMPACT,White,Jul,A6,Z,4,1.6,191
D036,NSW,SCION,COMPACT,Blue,Jul,M6,X,4,2.5,207
D036,NSW,FORD,SUBCOMPACT,Blue,Feb,AS6,X,4,2.3,226
D026,NSW,SUBARU,STATION WAGON - SMALL,White,Jul,M5,Z,4,2.5,258
D042,WA,PORSCHE,FULL-SIZE,Unknown,Nov,AM8,Z,6,3,253
D003,WA,AUDI,SUV - SMALL,Grey,Nov,AS8,D,6,3,244
D046,WA,PORSCHE,FULL-SIZE,Yellow,May,AM8,Z,,4,261
D033,VIC,MINI,MINICOMPACT,Blue,Jan,A6,Z,4,1.6,191
D023,TAS,VOLVO,STATION WAGON - SMALL,Black,May,AS8,X,4,2,198
D059,NSW,AUDI,TWO-SEATER,Grey,Dec,AM7,Z,10,5.2,347
D048,NSW,MITSUBISHI,SUV - SMALL,Red,Sep,M5,X,4,2,202
D006,TAS,BMW,SUV - STANDARD,Black,Nov,AS8,Z,8,4.4,322
D011,VIC,RAM,PICKUP TRUCK - STANDARD,Blue,Feb,A8,D,6,3,272
D034,VIC,CHEVROLET,SUV - STANDARD,White,Oct,A6,X,8,5.3,314
D027,VIC,LAMBORGHINI,TWO-SEATER,Grey,Mar,AM7,Z,10,5.2,370
D002,VIC,ACURA,MID-SIZE,White,Mar,AM7,Z,6,3.5,180
D030,QLD,BMW,SUV - SMALL,Red,Feb,AS8,Z,6,3,258
D060,NSW,BMW,COMPACT,Blue,Nov,M6,Z,6,3,267
D036,NSW,GMC,PICKUP TRUCK - SMALL,Grey,Jul,A8,X,6,3.6,288
D034,VIC,CHEVROLET,PICKUP TRUCK - STANDARD,White,Nov,A8,X,8,5.3,327
D008,WA,FORD,SUV - STANDARD,Silver,Nov,AS6,X,6,3.5,305
D003,WA,RAM,PICKUP TRUCK - STANDARD,Black,Apr,A8,X,6,3.6,294
D043,QLD,GMC,SUV - SMALL,Silver,Oct,A6,X,6,3.6,285
D015,VIC,NISSAN,SUV - SMALL,Grey,Apr,A5,X,6,4,327
D051,NSW,CHEVROLET,MID-SIZE,Blue,Mar,AS6,X,4,1.4,176
D018,NSW,BUICK,SUV - STANDARD,Grey,Jul,AS9,X,6,3.6,277
D048,NSW,AUDI,MID-SIZE,Red,Aug,AM7,Z,,4,265
D006,TAS,SUBARU,SUV - SMALL,Black,Feb,AV7,X,4,2.5,198
D024,SA,MINI,SUBCOMPACT,White,Sep,M6,Z,4,2,210
D013,QLD,CHEVROLET,COMPACT,White,Oct,AS8,Z,8,6.2,272
D047,VIC,VOLKSWAGEN,SUBCOMPACT,Black,May,A6,X,4,1.8,200
D027,VIC,PORSCHE,MINICOMPACT,Red,Oct,,Z,6,3,243
D059,NSW,HONDA,FULL-SIZE,White,Oct,M6,X,4,2,214
D010,VIC,JAGUAR,FULL-SIZE,Black,Nov,AS8,Z,8,5,306
D006,TAS,VOLVO,STATION WAGON - SMALL,White,Jul,AS8,X,4,2,193
D056,WA,FORD,VAN - PASSENGER,Silver,Feb,A5,X,10,6.25,410.5
D017,VIC,GMC,VAN - PASSENGER,Blue,Sep,A6,E,8,6,410.5
D008,Unknown,LEXUS,MID-SIZE,Blue,Mar,AS8,Z,6,3.5,239
D058,VIC,CADILLAC,STATION WAGON - SMALL,Silver,Apr,AS6,X,6,3.6,262
D003,WA,DODGE,FULL-SIZE,Silver,May,A5,X,8,5.7,297
D046,WA,NISSAN,COMPACT,Red,Sep,M5,X,4,1.6,177
D003,WA,BMW,FULL-SIZE,Black,Apr,AS8,Z,8,4.4,292
D046,WA,FORD,MID-SIZE,White,Apr,AS6,X,6,2.7,277
D012,SA,FORD,FULL-SIZE,Silver,Jan,AS6,X,4,2,313.5
D017,VIC,JEEP,SUV - SMALL,Grey,May,M5,X,4,2.4,230
D019,WA,MERCEDES-BENZ,MINICOMPACT,,Dec,AM7,Z,4,2,204
D033,VIC,BMW,COMPACT,Red,Jan,AM7,Z,6,3,278
D045,WA,PORSCHE,MINICOMPACT,Grey,Aug,AM7,Z,6,3.8,244
D018,NSW,GMC,SUV - STANDARD,White,Jun,A6,X,8,5.3,304
D026,NSW,BUICK,SUV - STANDARD,Blue,Aug,A6,X,6,3.6,283
D047,VIC,PORSCHE,MINICOMPACT,Black,Dec,M7,Z,6,3.8,262
D019,WA,ALFA ROMEO,SUV - SMALL,Grey,May,A8,Z,6,2.9,288
D007,QLD,CHEVROLET,COMPACT,Red,Mar,M5,X,4,1.8,190
D007,Unknown,VOLKSWAGEN,COMPACT,White,Jul,AS6,X,4,1.4,175
D035,VIC,GMC,PICKUP TRUCK - STANDARD,Yellow,Oct,A10,X,8,5.3,298
D029,NSW,TOYOTA,PICKUP TRUCK - SMALL,Silver,Jul,M6,X,6,3.5,299
D043,QLD,BMW,FULL-SIZE,White,Apr,A8,Z,,3,246
D012,SA,TOYOTA,MID-SIZE,Black,Sep,AS8,X,6,3.5,210
D006,TAS,JAGUAR,COMPACT,White,May,AS8,D,4,2,186
D031,QLD,JEEP,SUV - SMALL,Red,Jul,,X,6,3.2,240
D022,VIC,FORD,FULL-SIZE,Grey,Oct,AS6,X,6,3.5,260
D003,WA,CHEVROLET,SUV - STANDARD,Black,Apr,AS9,X,6,3.6,276
D038,VIC,JEEP,SUV - SMALL,Black,Aug,A9,X,4,2.4,233
D016,NSW,HONDA,STATION WAGON - SMALL,White,Nov,AV7,X,4,1.5,156
D059,NSW,LEXUS,MID-SIZE,Red,Jun,AV6,X,4,2.5,139
D019,WA,MAZDA,COMPACT,Silver,Aug,AS6,X,4,2.5,182
D032,TAS,GMC,SUV - STANDARD,White,Feb,A6,X,8,5.3,312
D058,VIC,TOYOTA,MINICOMPACT,White,Jul,M6,Z,4,2,232
D013,QLD,MERCEDES-BENZ,COMPACT,White,Nov,AS7,Z,8,4,273
D014,WA,VOLVO,STATION WAGON - SMALL,Silver,Oct,AS8,X,4,2,330
D009,NSW,BMW,TWO-SEATER,Green,Jan,A8,Z,4,2,209
D027,VIC,CHEVROLET,SUBCOMPACT,Red,Apr,M6,Z,,6.2,349
D047,VIC,NISSAN,STATION WAGON - SMALL,,Apr,M6,Z,4,1.6,188
D029,NSW,CHEVROLET,MID-SIZE,White,Jun,M6,X,4,1.8,186
D056,WA,BUICK,SUV - SMALL,Red,Feb,AV,X,3,1.2,198
D015,VIC,PORSCHE,FULL-SIZE,Silver,Jul,AM8,Z,6,8.4,250
D017,VIC,BMW,SUBCOMPACT,Silver,May,AS8,Z,4,2,202
D020,QLD,LINCOLN,FULL-SIZE,Blue,Dec,AS6,X,6,3,288
D028,NSW,FORD,COMPACT,Silver,May,AS6,X,3,1,171
D012,SA,PORSCHE,MINICOMPACT,White,Jun,AM7,Z,6,3,231
D030,QLD,DODGE,SUV - SMALL,Blue,Apr,A6,X,6,3.6,292
D023,TAS,PORSCHE,SUV - STANDARD,Yellow,Apr,A8,Z,6,3.6,281
D022,VIC,MITSUBISHI,COMPACT,Blue,Mar,M5,X,3,1.2,147
D030,QLD,JEEP,SUV - SMALL,Red,Apr,A5,X,6,3.6,299
D013,QLD,AUDI,SUBCOMPACT,White,Mar,AS8,Z,6,3,230
D028,NSW,BMW,SUV - SMALL,Silver,Sep,AS8,Z,6,3,257
D019,WA,MINI,TWO-SEATER,Brown,Mar,M6,Z,4,1.6,184
D048,NSW,MERCEDES-BENZ,SUV - STANDARD,Black,Apr,AS7,Z,8,5.5,375
D058,VIC,FORD,VAN - PASSENGER,Blue,Dec,AS6,X,6,,344
D007,QLD,GMC,PICKUP TRUCK - STANDARD,White,Dec,A6,Z,8,6.2,329
D031,QLD,PORSCHE,MINICOMPACT,Black,Aug,,Z,6,3.4,232
D028,NSW,NISSAN,STATION WAGON - SMALL,Grey,Jul,AV7,X,4,1.6,182
D051,NSW,DODGE,MID-SIZE,Red,May,M6,Z,6,6.25,325
D012,SA,PORSCHE,TWO-SEATER,Grey,Oct,AM7,Z,6,3.4,230
D023,TAS,BMW,MID-SIZE,White,May,AS8,Z,,4.4,269
D046,WA,BMW,COMPACT,Red,Mar,AS8,Z,4,2,194
D032,TAS,BMW,SUBCOMPACT,Silver,Feb,AS8,Z,6,3,224
D007,QLD,LEXUS,SUV - SMALL,Black,Dec,AS6,Z,4,2,337.5
D039,NSW,MINI,MINICOMPACT,White,Sep,M6,Z,4,1.6,184
D039,NSW,FORD,SUV - SMALL,Blue,Jul,AS6,X,6,3.5,264
D004,QLD,MERCEDES-BENZ,COMPACT,White,May,AS7,Z,8,4.7,277
D043,QLD,ACURA,COMPACT,White,Dec,AV7,Z,4,3.3,140
D054,QLD,MINI,MID-SIZE,Silver,Jun,AS8,Z,4,2,207
D021,QLD,TOYOTA,SUV - SMALL,White,Feb,AS8,X,6,3.5,243
D060,NSW,BUICK,MID-SIZE,Black,Jul,AS6,X,6,3.6,264
D007,QLD,FORD,PICKUP TRUCK - STANDARD,,Jul,A6,E,8,5,315
D048,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,Black,Mar,A6,X,6,4.3,288
D048,NSW,GMC,SUV - SMALL,Red,Oct,A6,E,4,,221
D014,WA,LEXUS,SUV - SMALL,Red,Nov,AV6,X,4,2.5,172
D039,NSW,BMW,SUBCOMPACT,Black,Nov,AS8,Z,4,2,210
D032,TAS,BUICK,SUV - SMALL,White,Nov,A6,X,4,3,234
D036,NSW,BMW,COMPACT,Brown,Sep,M6,Z,8,4.4,317
D028,NSW,ALFA ROMEO,TWO-SEATER,Silver,Sep,AM6,Z,,1.8,197
D023,TAS,FORD,SUBCOMPACT,Black,Oct,M5,X,4,1.6,179
D017,VIC,MINI,MID-SIZE,Orange,Mar,AS8,Z,4,2,213
D036,NSW,ALFA ROMEO,SUV - SMALL,Black,Mar,A8,Z,4,2,226
D014,WA,CHEVROLET,SUV - SMALL,Blue,Aug,A6,E,4,2.4,236
D029,NSW,MITSUBISHI,SUV - SMALL,Red,Mar,AV6,X,4,2.4,219
D010,VIC,CHEVROLET,SUV - STANDARD,Green,Sep,A6,E,8,5.3,275
D033,VIC,FORD,SUBCOMPACT,Grey,Apr,A6,X,8,5,264
D017,VIC,MASERATI,FULL-SIZE,Grey,Jan,AS8,Z,6,3,301
D035,VIC,FORD,FULL-SIZE,White,Apr,AS6,X,6,3.5,291
D025,WA,FORD,FULL-SIZE,Red,Nov,AS6,X,6,3.5,260
D001,WA,MERCEDES-BENZ,COMPACT,Black,Apr,A9,Z,8,4,269
D028,NSW,DODGE,FULL-SIZE,White,Aug,A8,E,6,3.6,243
D030,QLD,KIA,SUV - SMALL,White,Jun,AS6,X,4,2.4,239
D014,WA,BMW,COMPACT,White,Nov,AS8,Z,4,2,197
D044,NSW,JAGUAR,FULL-SIZE,Green,Apr,AS8,Z,6,3,285
D038,VIC,FORD,COMPACT,Silver,Mar,M6,X,4,1.6,191
D058,VIC,HONDA,MINIVAN,,Nov,AS10,X,6,3.5,247
D016,NSW,TOYOTA,MID-SIZE,Black,Dec,AV,X,4,1.8,163
D054,QLD,FORD,COMPACT,Black,Feb,M6,X,3,1,163
D053,WA,PORSCHE,MINICOMPACT,Grey,Feb,M7,Z,6,3,260
D060,NSW,CADILLAC,COMPACT,,Jun,AS6,X,,3.6,248
D032,TAS,HONDA,MID-SIZE,Blue,Oct,AV,X,6,,167
D001,WA,DODGE,FULL-SIZE,Grey,Dec,A8,Z,8,6.25,297
D023,TAS,KIA,STATION WAGON - SMALL,Blue,Nov,AS6,X,4,2,206
D015,VIC,CHRYSLER,MINIVAN,Black,Jul,A9,X,6,3.6,249
D021,QLD,FORD,PICKUP TRUCK - STANDARD,Silver,Mar,AS6,X,6,2.7,276
D026,NSW,FORD,PICKUP TRUCK - STANDARD,White,Nov,AS10,X,6,2.7,277
D057,VIC,ACURA,COMPACT,Red,Nov,AM8,Z,4,2.4,199
D042,WA,ACURA,SUV - SMALL,Black,Jul,AS9,Z,6,3.5,259
D036,NSW,BMW,SUBCOMPACT,White,Jul,,Z,8,4.4,322
D025,WA,RAM,PICKUP TRUCK - STANDARD,Grey,Aug,,E,6,10.08,279
D029,NSW,TOYOTA,MID-SIZE,Red,Oct,AV,X,4,1.8,156
D042,WA,NISSAN,MID-SIZE,White,Oct,AV,X,4,2.5,174
D032,TAS,PORSCHE,MINICOMPACT,Red,Jun,M7,Z,6,3,246
D006,TAS,ALFA ROMEO,MID-SIZE,White,Sep,A8,Z,6,2.9,271
D054,QLD,BUICK,COMPACT,Red,Jul,AS6,X,,2.4,216
D015,Unknown,JAGUAR,SUV - SMALL,White,Oct,AS9,Z,4,2,231
D054,QLD,CHEVROLET,SUV - STANDARD,White,Mar,A6,E,8,5.3,294
D051,NSW,LAND ROVER,SUV - STANDARD,Black,Nov,AS8,Z,6,3,283
D054,QLD,LEXUS,SUV - SMALL,Black,Aug,AS8,X,6,3.5,268
D037,NSW,VOLVO,MID-SIZE,Black,Oct,AS8,X,4,2,193
D021,QLD,TOYOTA,PICKUP TRUCK - STANDARD,Silver,Nov,AS6,X,8,5.7,378
D043,QLD,HONDA,MID-SIZE,Silver,Nov,M6,X,6,3.5,253
D028,NSW,JEEP,SUV - STANDARD,Silver,Jan,A8,Z,8,6.25,363
D037,NSW,SUBARU,SUV - SMALL,Black,May,M5,X,4,2,214
D002,VIC,HYUNDAI,SUV - SMALL,,May,AS6,X,4,2,213
D002,VIC,VOLKSWAGEN,COMPACT,Black,Mar,AM7,X,4,2,203
D005,NSW,JEEP,SUV - SMALL,Silver,Nov,A9,X,4,2,229
D052,NSW,JAGUAR,SUV - SMALL,White,Dec,AS8,Z,4,2,232
D057,VIC,MERCEDES-BENZ,SUV - STANDARD,Red,Aug,A9,Z,6,3,306
D060,NSW,VOLKSWAGEN,SUV - SMALL,Black,Sep,AS8,X,4,2,221
D025,WA,VOLKSWAGEN,COMPACT,Orange,Jul,AS6,X,4,1.8,201
D020,QLD,PORSCHE,TWO-SEATER,Black,Jul,M6,Z,4,2.5,257
D053,WA,DODGE,MID-SIZE,Red,Aug,A6,E,4,2,187
D005,NSW,AUDI,TWO-SEATER,Black,Jul,,Z,10,,338
D028,NSW,LEXUS,SUV - STANDARD,Black,Jul,AS6,Z,8,5.7,380
D041,VIC,BMW,COMPACT,Red,Sep,AS8,Z,6,3,228
D049,QLD,JEEP,SUV - SMALL,White,May,A9,X,6,3.2,234
D034,VIC,JEEP,PICKUP TRUCK - STANDARD,Blue,Jun,M6,X,6,3.6,296
D053,WA,FORD,SUV - STANDARD,Silver,Jan,AS6,X,6,3.5,295
D029,NSW,TOYOTA,MINIVAN,Grey,May,AS8,X,6,3.5,274
D001,WA,SUBARU,SUV - SMALL,Blue,Dec,AV7,X,4,2.5,192
D028,NSW,VOLKSWAGEN,COMPACT,Silver,Nov,AS8,X,4,1.4,174
D029,NSW,VOLVO,COMPACT,White,Jun,AS6,X,5,2.5,233
D050,Unknown,CHEVROLET,TWO-SEATER,Red,Sep,AS8,Z,8,6.2,290
D044,NSW,LINCOLN,MID-SIZE,Silver,Sep,AS6,X,6,3.7,257
D053,WA,HYUNDAI,FULL-SIZE,White,Jul,AM6,X,4,1.6,96
D055,QLD,HYUNDAI,SUV - SMALL,Red,Oct,AS6,X,4,2,214
D010,VIC,GMC,SUV - SMALL,Grey,Feb,A6,X,4,2.4,221
D047,VIC,VOLVO,SUV - SMALL,Silver,Sep,AS6,X,6,3,274
D035,VIC,INFINITI,SUV - STANDARD,Black,Oct,AV7,X,4,2.5,204
D012,SA,ACURA,COMPACT,Black,Mar,AS9,Z,6,3.5,240
D012,SA,BENTLEY,SUBCOMPACT,Red,Aug,AS8,Z,8,4,337
D055,QLD,MERCEDES-BENZ,SUV - SMALL,Green,Nov,A9,Z,6,3,207.75
D008,WA,KIA,MID-SIZE,Silver,Oct,A6,X,,2,193
D011,VIC,GMC,SUV - STANDARD,Black,May,A6,X,8,5.3,304
D052,NSW,AUDI,COMPACT,Unknown,Jun,AS6,Z,4,2,241
D052,NSW,FORD,PICKUP TRUCK - STANDARD,Silver,Sep,A6,E,6,3.5,251
D015,VIC,PORSCHE,MINICOMPACT,Grey,Nov,AM7,Z,6,3.8,266
D024,SA,GMC,PICKUP TRUCK - STANDARD,Red,Dec,A10,X,8,5.3,307
D037,NSW,TOYOTA,COMPACT,Silver,Jun,M6,X,4,2,174
D047,VIC,PORSCHE,MINICOMPACT,White,Oct,AM7,Z,6,3.8,260
D029,NSW,CHEVROLET,COMPACT,Red,Oct,AS6,X,4,1.4,176
D045,WA,FORD,SPECIAL PURPOSE VEHICLE,Red,Sep,AS6,E,4,2.5,234
D059,NSW,CHEVROLET,COMPACT,Blue,Apr,M6,X,4,1.4,175
D035,VIC,LAND ROVER,SUV - STANDARD,Unknown,May,AS8,Z,8,5,305
D052,NSW,SUBARU,SUV - SMALL,Grey,Mar,AV6,X,4,2.5,200
D034,VIC,CADILLAC,MID-SIZE,Black,Nov,AS8,X,6,3.6,248
D057,VIC,CHEVROLET,PICKUP TRUCK - SMALL,Grey,May,A6,D,4,2.8,252
D002,VIC,FORD,PICKUP TRUCK - STANDARD,White,Mar,AS6,X,6,2.7,288
D056,WA,TOYOTA,PICKUP TRUCK - SMALL,Blue,Jul,AS6,X,4,2.7,274
D008,WA,JEEP,SUV - SMALL,White,Nov,AV,X,4,2.4,255
D021,QLD,LEXUS,COMPACT,Silver,Jun,AS6,Z,6,3.5,258
D051,NSW,BMW,SUBCOMPACT,White,Jul,AS8,Z,6,3,232
D038,VIC,SUBARU,COMPACT,Red,Jul,AV6,X,4,,177
D013,QLD,MAZDA,MID-SIZE,Blue,Oct,M6,X,4,2.5,189
D009,NSW,AUDI,SUBCOMPACT,Orange,May,AM7,X,4,2,224
D056,WA,FORD,SUV - STANDARD,Grey,Mar,AS6,E,6,3.5,269
D031,QLD,GMC,SUV - STANDARD,Yellow,Dec,A8,Z,8,,333
D011,VIC,LAND ROVER,SUV - STANDARD,White,Mar,AS8,D,6,3,256
D027,VIC,VOLVO,SUV - SMALL,Black,Jul,AS6,X,5,2.5,262
D030,QLD,DODGE,FULL-SIZE,White,Aug,A8,X,6,3.6,257
D027,VIC,LINCOLN,SUV - STANDARD,Black,Sep,AS10,X,6,3,280
D013,QLD,MINI,SUBCOMPACT,Grey,Mar,AS6,Z,4,2,197
D001,WA,FORD,VAN - CARGO,Grey,Oct,A4,E,8,4.6,350
D011,VIC,SUBARU,SUV - SMALL,Black,Dec,AV6,X,4,2.5,198
D020,QLD,AUDI,COMPACT,Grey,Sep,AS8,Z,4,2,224
D036,NSW,HONDA,SUV - SMALL,Black,Apr,AV,X,4,1.5,189
D007,QLD,MAZDA,SUV - SMALL,Silver,Jun,M6,X,4,2,206
D050,NSW,DODGE,FULL-SIZE,White,Dec,A8,E,6,3.6,234
D001,WA,DODGE,MID-SIZE,Silver,Apr,A8,Z,8,6.25,302
D037,NSW,PORSCHE,SUV - SMALL,Silver,Nov,AM7,Z,4,2,264
D016,NSW,BMW,FULL-SIZE,Grey,Mar,A8,Z,6,3,232
D032,TAS,AUDI,SUBCOMPACT,Yellow,Jul,AM6,Z,4,2,232
D008,WA,AUDI,COMPACT,Black,Feb,AS6,Z,4,2,240
D001,WA,CHEVROLET,COMPACT,Silver,Jul,AS6,X,4,1.4,166
D044,NSW,KIA,SUV - SMALL,White,Jun,AS6,X,4,2.4,233
D017,VIC,TOYOTA,SUV - SMALL,Unknown,Jan,AS6,X,4,2.5,218
D044,NSW,FORD,SUBCOMPACT,,Nov,AS6,X,8,5,309
D042,WA,CADILLAC,SUV - SMALL,Black,Nov,AS8,X,6,3.6,250
D009,NSW,CADILLAC,MID-SIZE,Black,Nov,AS10,Z,6,3,268
D028,NSW,TOYOTA,SUV - SMALL,Silver,May,AS6,X,4,2.5,226
D039,NSW,SUBARU,MINICOMPACT,Orange,Nov,AS6,Z,4,2,196
D060,NSW,FORD,SPECIAL PURPOSE VEHICLE,White,Oct,AS6,X,4,2.5,252
D024,SA,MERCEDES-BENZ,SUBCOMPACT,Grey,Oct,AS7,Z,8,4,291
D012,SA,MAZDA,SUV - SMALL,Red,Mar,AS6,X,4,2.5,208
D036,NSW,SUBARU,MID-SIZE,Green,Oct,AV6,X,6,3.6,241
D031,QLD,SUBARU,COMPACT,Yellow,Feb,M6,Z,4,2.5,285
D028,NSW,CHEVROLET,COMPACT,White,Mar,AS6,X,4,1.4,188
D051,NSW,HYUNDAI,SUV - SMALL,White,Mar,AS6,X,4,2.4,257
D009,NSW,DODGE,SUV - STANDARD,Silver,May,A8,Z,8,6.25,363
D009,NSW,VOLVO,COMPACT,Silver,Mar,AS8,Z,4,2,241
D023,TAS,INFINITI,MID-SIZE,Blue,May,AS7,Z,8,5.6,301
D006,TAS,MAZDA,MID-SIZE,Black,Jul,AS6,X,4,2.5,187
D022,VIC,HYUNDAI,MID-SIZE,Grey,Jun,AM6,X,4,2,135
D057,VIC,PORSCHE,MINICOMPACT,,Mar,AM7,Z,6,3,250
D018,NSW,MERCEDES-BENZ,FULL-SIZE,White,May,A9,Z,12,6,355
D019,WA,JEEP,SUV - SMALL,,Jul,A9,X,4,2.4,230
D011,VIC,JEEP,SUV - SMALL,Red,Apr,M5,X,4,2,214
D016,NSW,MAZDA,MID-SIZE,Green,Nov,AS6,X,4,2.5,204
D047,VIC,NISSAN,MID-SIZE,White,Sep,AV7,Z,6,3.5,356.8
D013,QLD,CHEVROLET,SUV - STANDARD,Black,Apr,A6,X,8,5.3,310
D033,VIC,GENESIS,FULL-SIZE,Blue,Apr,AS8,Z,6,3.3,282
D037,NSW,ACURA,SUV - SMALL,Black,Feb,AS9,Z,6,3.5,251
D037,NSW,VOLKSWAGEN,STATION WAGON - SMALL,White,Nov,AM6,X,4,1.8,220
D016,NSW,BMW,COMPACT,White,Jun,M6,Z,6,3,225
D015,VIC,MINI,MID-SIZE,Black,Jul,AS8,Z,4,2,205
D032,TAS,BMW,SUV - SMALL,Blue,Jan,AS8,Z,4,2,215
D051,NSW,CHEVROLET,SUBCOMPACT,Black,May,AS8,X,6,3.6,246
D022,VIC,NISSAN,TWO-SEATER,Grey,Apr,M6,Z,6,3.7,270
D002,VIC,BUICK,MID-SIZE,Black,Nov,AS6,Z,4,2,246
D045,WA,RAM,PICKUP TRUCK - STANDARD,Red,Dec,A8,X,8,5.7,313
D049,QLD,CHEVROLET,TWO-SEATER,Grey,Nov,AS8,Z,,6.2,329
D027,VIC,CADILLAC,SUV - STANDARD,Black,Jun,A8,Z,,6.2,331
D037,NSW,DODGE,SUV - SMALL,Black,Nov,A6,E,6,3.6,274
D007,QLD,VOLKSWAGEN,COMPACT,Brown,Mar,AM6,X,4,1.8,193
D058,VIC,HONDA,FULL-SIZE,,May,M6,X,4,1.5,167
D030,QLD,DODGE,MID-SIZE,White,Aug,M6,Z,8,6.2,347
D054,QLD,CADILLAC,SUV - STANDARD,Unknown,May,AS6,X,6,3.6,283
D015,VIC,MAZDA,MID-SIZE,Silver,Mar,AS6,X,4,2,165
D003,WA,INFINITI,MID-SIZE,Blue,Sep,AS7,Z,6,3,262
D003,WA,JEEP,SUV - SMALL,White,Oct,M6,X,4,2.4,211
D055,QLD,GMC,SUV - STANDARD,,Jul,A6,X,8,5.3,317
D060,Unknown,SUBARU,SUV - SMALL,Unknown,Mar,AV,X,4,2,196
D034,VIC,CHEVROLET,SUV - SMALL,Grey,Jul,A6,E,6,3.6,272
D006,TAS,NISSAN,COMPACT,White,Jun,A4,X,4,1.6,179
D024,SA,PORSCHE,SUV - STANDARD,Silver,Apr,A8,D,6,3,277
D017,VIC,CADILLAC,FULL-SIZE,Unknown,Jun,AS10,Z,6,3,267
D004,QLD,ACURA,COMPACT,Black,Dec,AS9,Z,6,3.5,226
D011,VIC,BMW,SUV - STANDARD,Black,Mar,AS8,Z,8,4.4,317
D043,QLD,LEXUS,MID-SIZE,Black,Nov,AS8,Z,8,4.6,297
D022,VIC,LEXUS,SUBCOMPACT,Black,Mar,AV10,Z,6,3.5,187
D021,QLD,BMW,COMPACT,Silver,Jun,AS8,Z,6,6.6,200
D019,WA,HYUNDAI,MID-SIZE,White,Aug,,X,4,2,206
D012,SA,PORSCHE,MINICOMPACT,Grey,Sep,AM7,Z,6,3,228
D008,WA,BMW,COMPACT,Blue,Dec,AS8,Z,6,3,228
D046,WA,KIA,MINIVAN,Red,Mar,AS6,X,6,3.3,269
D040,QLD,FORD,SUBCOMPACT,Blue,Dec,AS10,X,4,2.3,219
D048,NSW,FIAT,MINICOMPACT,White,Jul,M5,X,4,1.4,183
D024,SA,MITSUBISHI,SUV - SMALL,Black,May,AV6,X,4,,213
D040,QLD,VOLKSWAGEN,STATION WAGON - SMALL,Orange,Sep,M6,X,4,1.8,218
D017,VIC,CHRYSLER,MINIVAN,White,Nov,A6,E,6,3.6,269
D055,QLD,JAGUAR,TWO-SEATER,White,Mar,M6,Z,6,3,296
D032,TAS,FIAT,TWO-SEATER,Black,Mar,A6,X,4,1.4,187
D010,VIC,JEEP,SUV - STANDARD,Grey,Sep,A8,X,8,5.7,329
D023,TAS,CHEVROLET,SUV - SMALL,Green,Feb,M6,X,4,1.4,186
D025,WA,RAM,PICKUP TRUCK - STANDARD,Grey,Aug,A8,X,6,3.6,274
D058,VIC,MERCEDES-BENZ,MID-SIZE,Red,Jul,A9,Z,8,4,313
D035,VIC,SUBARU,MID-SIZE,Silver,Oct,AV7,X,4,2.5,193
D015,VIC,SUBARU,MINICOMPACT,Silver,Aug,AS6,Z,4,2,200
D059,NSW,FORD,SUV - SMALL,Red,Dec,AS6,X,4,2,224
D031,QLD,ASTON MARTIN,TWO-SEATER,Unknown,Oct,AM7,Z,8,4.7,338
D042,WA,MAZDA,SUV - SMALL,Black,May,AS6,D,4,2.2,227
D046,WA,MERCEDES-BENZ,SUBCOMPACT,Green,Mar,A9,Z,6,3,271
D059,NSW,PORSCHE,MINICOMPACT,Black,Sep,AM7,Z,6,3,221
D044,NSW,JEEP,SUV - SMALL,,Oct,A8,X,6,3.6,411
D002,VIC,BMW,SUV - STANDARD,White,Feb,AS8,Z,8,4.4,322
D048,NSW,MINI,SUBCOMPACT,Silver,Apr,AS6,Z,4,,193
D042,WA,FIAT,MINICOMPACT,Blue,Dec,A6,X,4,1.4,202
D033,VIC,CHEVROLET,PICKUP TRUCK - STANDARD,White,Jun,A6,X,6,4.3,318
D029,NSW,KIA,SUV - SMALL,Silver,Jun,AS6,X,4,2,245
D057,VIC,HONDA,MID-SIZE,White,Apr,AV,X,4,2,162
D004,QLD,CHEVROLET,SPECIAL PURPOSE VEHICLE,White,Oct,AV,X,4,2,220
